author,language,level,level_grammar,level_ortography,level_vocabulary_range,level_vocabulary_control,level_coherence,level_appropriateness,text,text_target,score,cefr,model_input
1031_0003045,1,4,5,5,5,5,5,5,"Sehr geehrte Damen und Herren, Ich stimme zu, dass Englisch, Französisch und Spanisch weltweit mehr gesprochen wird, als Deutsch. Trotzdem finde ich es äusserst essentiel und unverzichtbar, insbesondere für Schweizer und Deutsche, die Sprache Deutsch zu lernen. Deutsch umfasst nämlich ein breites Wortschatz, sowie eine gut strukturierter Grammatik. Mit dem deutschen Wortschatz im Hinterkopf, fällt es einem viel leichter neue Sprachen zu lernen, da viele Wörter mit anderen Sprache verbunden sind. Für Schweizer und Deutsche ist es deshalb sehr sinnvoll. Deutsch zu lernen, da sie normalerweise glauben, dass sie genug Deutsch sprechen, nur weil sie in deutsch-sprachigen Länder aufgewachsen sind. Dies ist natürlich ein grosser Fehler! Deutsch muss gut gelernt werden, damit man die Sprache gut und richtig beherrscht. Es ist natürlich ein grosser Privilegs in deutschsprachigen Ländern aufzuwachsen, denn so fällt das Deutschlernen viel leichter. Auch für Ausländer ist es sehr empfehlenswert die Deutsche Sprache zu lernen. Dies Zieht hauptsächlich folgender Grund mit sich. Ein Mensch kann nie wissen, wo er wann landen wird. Es könnte sein, dass man im späteren Leben für eine wichtige Geschäftsreise in die Schweiz oder nach Deutschland fliegen muss. In so einem Fall, bräuchte man die deutsche Sprache, um sich an Ort verständigen konnen. Es könnte auch sein, dass ein Ausländer einen deutsch sprachigen Lebenspartner findet. Um sich gut miteinander zu verständigen, ist die Sprache Deutsch notwendig. Man kann unzählige Gründe finden, wofür das Deutschlernen für Ausländer und deutschsprachige sinnvoll und nützlich ist. Auf der anderen Seite, gibt es natürlich Gegenargumente, die die Sinnlosigkeit des Deutschlernens bezeugen Aber Eines ist sicher klar: Deutschlernen schadet nicht!","Sehr geehrte Damen und Herren , ich stimme zu , dass Englisch , Französisch und Spanisch weltweit mehr gesprochen wird als Deutsch . Trotzdem finde ich es äusserst essentiell und unverzichtbar , insbesondere für Schweizer und Deutsche , die Sprache Deutsch zu lernen . Deutsch umfasst nämlich einen breiten Wortschatz sowie eine gut strukturierte Grammatik . Mit dem deutschen Wortschatz im Hinterkopf fällt es einem viel leichter , neue Sprachen zu lernen , da viele Wörter mit anderen Sprache verbunden sind . Für Schweizer und Deutsche ist es deshalb sehr sinnvoll , Deutsch zu lernen , da sie normalerweise glauben , dass sie genug Deutsch sprechen , nur weil sie in deutschsprachigen Ländern aufgewachsen sind . Dies ist natürlich ein grosser Fehler ! Deutsch muss gut gelernt werden , damit man die Sprache gut und richtig beherrscht . Es ist natürlich ein grosses Privileg , in deutschsprachigen Ländern aufzuwachsen , denn so fällt das Deutschlernen viel leichter . Auch für Ausländer ist es sehr empfehlenswert , die deutsche Sprache zu lernen . Dies zieht hauptsächlich folgenden Grund mit sich : Ein Mensch kann nie wissen , wo er wann landen wird . Es könnte sein , dass man im späteren Leben für eine wichtige Geschäftsreise in die Schweiz oder nach Deutschland fliegen muss . In so einem Fall bräuchte man die deutsche Sprache , um sich an diesem Ort verständigen zu können . Es könnte auch sein , dass ein Ausländer einen deutschsprachigen Lebenspartner findet . Um sich gut miteinander zu verständigen , ist die Sprache Deutsch notwendig . Man kann unzählige Gründe finden , wofür das Deutschlernen für Ausländer und Deutschsprachige sinnvoll und nützlich ist . Auf der anderen Seite gibt es natürlich Gegenargumente , die die Sinnlosigkeit des Deutschlernens bezeugen . Aber Eines ist sicher klar : Deutschlernen schadet nicht !",10.0,C1,"CEFR Level: C1

Answer:
Sehr geehrte Damen und Herren, Ich stimme zu, dass Englisch, Französisch und Spanisch weltweit mehr gesprochen wird, als Deutsch. Trotzdem finde ich es äusserst essentiel und unverzichtbar, insbesondere für Schweizer und Deutsche, die Sprache Deutsch zu lernen. Deutsch umfasst nämlich ein breites Wortschatz, sowie eine gut strukturierter Grammatik. Mit dem deutschen Wortschatz im Hinterkopf, fällt es einem viel leichter neue Sprachen zu lernen, da viele Wörter mit anderen Sprache verbunden sind. Für Schweizer und Deutsche ist es deshalb sehr sinnvoll. Deutsch zu lernen, da sie normalerweise glauben, dass sie genug Deutsch sprechen, nur weil sie in deutsch-sprachigen Länder aufgewachsen sind. Dies ist natürlich ein grosser Fehler! Deutsch muss gut gelernt werden, damit man die Sprache gut und richtig beherrscht. Es ist natürlich ein grosser Privilegs in deutschsprachigen Ländern aufzuwachsen, denn so fällt das Deutschlernen viel leichter. Auch für Ausländer ist es sehr empfehlenswert die Deutsche Sprache zu lernen. Dies Zieht hauptsächlich folgender Grund mit sich. Ein Mensch kann nie wissen, wo er wann landen wird. Es könnte sein, dass man im späteren Leben für eine wichtige Geschäftsreise in die Schweiz oder nach Deutschland fliegen muss. In so einem Fall, bräuchte man die deutsche Sprache, um sich an Ort verständigen konnen. Es könnte auch sein, dass ein Ausländer einen deutsch sprachigen Lebenspartner findet. Um sich gut miteinander zu verständigen, ist die Sprache Deutsch notwendig. Man kann unzählige Gründe finden, wofür das Deutschlernen für Ausländer und deutschsprachige sinnvoll und nützlich ist. Auf der anderen Seite, gibt es natürlich Gegenargumente, die die Sinnlosigkeit des Deutschlernens bezeugen Aber Eines ist sicher klar: Deutschlernen schadet nicht!"
1071_0024710,1,0,1,1,1,0,0,1,"Hallo Ingo, wie geht´s? Ich habe eine Arbeit gefunden. Nächte Monat werde ich in Neuburg wohnen. Ich brauche eine Größe der Wohnung. Kannst du mit der Wohnungssuche helfen? Wo kann ich es finden? Liebe Grüße von Stadt X Maria","Hallo Ingo , wie geht's ? Ich habe eine Arbeit gefunden . Nächsten Monat werde ich in Neuburg wohnen . Ich brauche die Größe der Wohnung . Kannst du mir bei der Wohnungssuche helfen ? Wo kann ich es finden ? Liebe Grüße aus Stadt X Maria",1.3333333333333333,A1,"CEFR Level: A1

Answer:
Hallo Ingo, wie geht´s? Ich habe eine Arbeit gefunden. Nächte Monat werde ich in Neuburg wohnen. Ich brauche eine Größe der Wohnung. Kannst du mit der Wohnungssuche helfen? Wo kann ich es finden? Liebe Grüße von Stadt X Maria"
1061_1029116,1,2,1,2,1,1,1,1,"Stadt X, 28.02.3012. Liebe Dana, wie geht es du und wie gehts deiner Onkel und deine Tante. Viel glückwünsch zum prüfung bestanden Istanbul ist sehr schön Stadt in der Türkei und intressant, aber man kann verwandt nicht in alles Stadt, weil es ist großer Stadt. Ich würde gern eine Schiffsfahrt machen, aber ich habe kein Zeit. Ich wünsche gern ein bild (Sovinier) von Istanbul. Wann bist du da zurück. Ich kann dich auch nach deiner Rückkehr mal wieder zu Hause besuchen und erzahlst du über deine verwandet. Ich hoffe dich sehr gut verwanden. Viele Grüße Katharina","Stadt X , 28.02.3012 Liebe Dana , wie geht es dir und wie geht's deinem Onkel und deiner Tante ? Viele Glückwünsche zur bestandenen Prüfung . Istanbul ist eine sehr schöne Stadt in der Türkei und interessant , aber man kann Verwandte nicht in jeder Stadt haben , weil es ist eine große Stadt . Ich würde gern eine Schiffsfahrt machen , aber ich habe keine Zeit . Ich wünsche mir gern ein Bild ( Souvenir ) von Istanbul . Wann bist du hier zurück ? Ich kann dich auch nach deiner Rückkehr mal wieder zu Hause besuchen und du erzählst über deine Verwandten . Ich hoffe , die Verwandten bewirten dich sehr gut . Viele Grüße Katharina",2.3333333333333335,B1,"CEFR Level: B1

Answer:
Stadt X, 28.02.3012. Liebe Dana, wie geht es du und wie gehts deiner Onkel und deine Tante. Viel glückwünsch zum prüfung bestanden Istanbul ist sehr schön Stadt in der Türkei und intressant, aber man kann verwandt nicht in alles Stadt, weil es ist großer Stadt. Ich würde gern eine Schiffsfahrt machen, aber ich habe kein Zeit. Ich wünsche gern ein bild (Sovinier) von Istanbul. Wann bist du da zurück. Ich kann dich auch nach deiner Rückkehr mal wieder zu Hause besuchen und erzahlst du über deine verwandet. Ich hoffe dich sehr gut verwanden. Viele Grüße Katharina"
1071_0248335,1,0,1,2,1,1,1,1,"Liebe Ingo, ich habe eine neu Arbeit in Neuburg. Jetzt brauche ich ein neu Wohnung in Neuburg, kannst du bitte mir helfen. ein neue Wohnug finden bis spätet 1. Agust bitte. Ich fange die Arbeite 15 Agust an. Ich möchte die Wohnung 1 oder 2 Zimmer bitte Quadrat metre 55 oder 65. Vielen Dank für deine hilfe. Viele Grüße deine Peter.","Lieber Ingo , ich habe eine neue Arbeit in Neuburg . Jetzt brauche ich eine neue Wohnung in Neuburg . Kannst du mir bitte helfen , eine neue Wohnung zu finden , bis spätestens 1 . August bitte . Ich fange die Arbeit am 15 . August an . Ich möchte die Wohnung mit 1 oder 2 Zimmern bitte , mit 55 oder 65 Quadratmetern . Vielen Dank für deine Hilfe . Viele Grüße Dein Peter .",2.3333333333333335,A1,"CEFR Level: A1

Answer:
Liebe Ingo, ich habe eine neu Arbeit in Neuburg. Jetzt brauche ich ein neu Wohnung in Neuburg, kannst du bitte mir helfen. ein neue Wohnug finden bis spätet 1. Agust bitte. Ich fange die Arbeite 15 Agust an. Ich möchte die Wohnung 1 oder 2 Zimmer bitte Quadrat metre 55 oder 65. Vielen Dank für deine hilfe. Viele Grüße deine Peter."
1031_0003337,1,4,3,3,4,3,4,3,"„Ist es sinnvoll, auch im Ausland die Traditionen seines Heimatlandes forzusetzen, oder sollte man sich an der Kultur des Gastlandes orientieren."" Wir leben in einer multikulturelen Welt. Die Traditionen haben irgendwie seine Wert verloren. Obwohl sie dafür dienen, dass man sich mit konkretem Land identifizieren kann. Wenn man ins Ausland geht, bring viel wie Gewohnheiten, Vorurteile, Traditionen mit. Gleichzeitig man begegnet sich mit neuen Kurtur, Leute und Geselschaftsregelungen. Ich denke, dass man sich ander Kultur des Gastlandes interessieren muss. Das heisst nich automatisch blind, alles zu akzeptieren was zu ihm kommt. Sondern sich bekannt machen. Es schadet sicherlich nicht, wenn man etwas mehr lernen kann. in dem Sinn, möchte ich dazu sagen, dass integrationsprozes entwickelt sich schneller, wenn man das Gastland nicht als „fremd“ empfindet. Zum Beispiel, wenn ich vor ca. 3 Jahre in die Schweiz kam, wusste ich kaum über Geschichte des Landes. kurz danach wurde ich von einer kollegin eingeladen um 1. August mit ihrer Familien zu feiern. Sie wohnen auf dem Dorf. Wir feierten damals. auf der Viese, es wurde Feuer entzündet usw. Das waren unvergäsliche Momente. Eine neue Kultur Nähe zu haben, ist spannend und interessant. Ich habe meine Würzel nicht vergessen, ich fühle mich als internationaler Mensch frei und zufrieden, dass ich im Leben diese Möglichkeit gehabt habe, schweizerische kultur mit ganzem Paletten kennen zu lernen. (gesprochen von Maria Meier) 2011-12-17",""" Ist es sinnvoll , auch im Ausland die Traditionen seines Heimatlandes fortzusetzen , oder sollte man sich an der Kultur des Gastlandes orientieren ? "" Wir leben in einer multikulturellen Welt . Die Traditionen haben irgendwie seinen Wert verloren . Obwohl sie dazu dienen , dass man sich mit einem konkreten Land identifizieren kann . Wenn man ins Ausland geht , bringt man viele Gewohnheiten , Vorurteile , Traditionen mit . Gleichzeitig begegnet man einer neuen Kultur , Leuten und Gesellschaftsregelungen . Ich denke , dass man sich für die Kultur des Gastlandes interessieren muss . Das heisst nicht automatisch blind alles zu akzeptieren , was zu ihm kommt , sondern sich bekannt zu machen . Es schadet sicherlich nicht , wenn man etwas mehr lernen kann . In dem Sinn möchte ich dazu sagen , dass ein Integrationsprozess sich schneller entwickelt , wenn man das Gastland nicht als "" fremd "" empfindet . Zum Beispiel , als ich vor ca. 3 Jahren in die Schweiz kam , wusste ich kaum etwas über die Geschichte des Landes . Kurz danach wurde ich von einer Kollegin eingeladen , um den 1 . August mit ihren Familien zu feiern . Sie wohnen auf dem Dorf . Wir feierten damals auf der Wiese , es wurde Feuer entzündet usw . Das waren unvergessliche Momente . Eine neue Kultur nahe zu haben , ist spannend und interessant . Ich habe meine Wurzel nicht vergessen , ich fühle mich als internationaler Mensch frei und zufrieden , dass ich im Leben diese Möglichkeit gehabt habe , die schweizerische Kultur mit ihren ganzen Paletten kennen zu lernen . ( gesprochen von Maria Meier ) 2011-12-17",6.666666666666668,C1,"CEFR Level: C1

Answer:
„Ist es sinnvoll, auch im Ausland die Traditionen seines Heimatlandes forzusetzen, oder sollte man sich an der Kultur des Gastlandes orientieren."" Wir leben in einer multikulturelen Welt. Die Traditionen haben irgendwie seine Wert verloren. Obwohl sie dafür dienen, dass man sich mit konkretem Land identifizieren kann. Wenn man ins Ausland geht, bring viel wie Gewohnheiten, Vorurteile, Traditionen mit. Gleichzeitig man begegnet sich mit neuen Kurtur, Leute und Geselschaftsregelungen. Ich denke, dass man sich ander Kultur des Gastlandes interessieren muss. Das heisst nich automatisch blind, alles zu akzeptieren was zu ihm kommt. Sondern sich bekannt machen. Es schadet sicherlich nicht, wenn man etwas mehr lernen kann. in dem Sinn, möchte ich dazu sagen, dass integrationsprozes entwickelt sich schneller, wenn man das Gastland nicht als „fremd“ empfindet. Zum Beispiel, wenn ich vor ca. 3 Jahre in die Schweiz kam, wusste ich kaum über Geschichte des Landes. kurz danach wurde ich von einer kollegin eingeladen um 1. August mit ihrer Familien zu feiern. Sie wohnen auf dem Dorf. Wir feierten damals. auf der Viese, es wurde Feuer entzündet usw. Das waren unvergäsliche Momente. Eine neue Kultur Nähe zu haben, ist spannend und interessant. Ich habe meine Würzel nicht vergessen, ich fühle mich als internationaler Mensch frei und zufrieden, dass ich im Leben diese Möglichkeit gehabt habe, schweizerische kultur mit ganzem Paletten kennen zu lernen. (gesprochen von Maria Meier) 2011-12-17"
1061_0120320,1,2,3,3,3,3,3,3,"Liebe Silke, danke dir für dein Brief. Uns geht eingentlich sehr gut. Ich weiß nicht, ob ich dir erzehlt habe, dass ich einen Deutschkurs besuche. Nach dem Kurs möchte ich entlich arbeiten gehen. Ich spreche relativ gut aber meine Gramatik ist noch nicht so -unreadable-, und ich traue mich noch nicht mit den Leuten unterhalten. Maria geht noch zu Schule 2 Jahre, und danach möchte sie eine Ausbildung machen. Sie weiß noch nich, was für eine Richtung gehen sollte. Sie ist gut in Mathematik und auch Kunst begabt aber sie interesiert sich über Hilfsorganisationen für armen Kinder. Ihre Entscheidung ist noch offen. Du fragst mich ob ich Tiere mag. Naturlich, deswegen suchen wir eine neue Wohnung, weil wir endlich Tiere wollten haben. Mein Traum eine Wohnung mit eingenem Garten. Ich wünsche mir zum meinem Geburtstag dich zu sehen und deine Familie. Also wenn ich zu dir komme das wird mein Geschenk. Wir könnten am Ostern dich besuchen, dass ich eine Woche Ferien habe. Ich freue mich schon euch zu sehen. Bis Ostern sind noch zwei Monaten. Also bis bald Liebe Grüße Katharina","Liebe Silke , danke dir für deinen Brief . Uns geht es eigentlich sehr gut . Ich weiß nicht , ob ich dir erzählt habe , dass ich einen Deutschkurs besuche . Nach dem Kurs möchte ich endlich arbeiten gehen . Ich spreche relativ gut , aber meine Grammatik ist noch nicht so -unreadable- , und ich traue mich noch nicht , mich mit den Leuten zu unterhalten . Maria geht noch zur Schule für 2 Jahre und danach möchte sie eine Ausbildung machen . Sie weiß noch nicht , in welche Richtung sie gehen sollte . Sie ist gut in Mathematik und auch für Kunst begabt , aber sie interessiert sich für Hilfsorganisationen für arme Kinder . Ihre Entscheidung ist noch offen . Du fragst mich , ob ich Tiere mag . Natürlich , deswegen suchen wir eine neue Wohnung , weil wir endlich Tiere haben wollten . Mein Traum ist eine Wohnung mit eigenem Garten . Ich wünsche mir zu meinem Geburtstag , dich zu sehen und deine Familie . Also , wenn ich zu dir komme , wird das mein Geschenk . Wir könnten dich zu Ostern besuchen , wenn ich eine Woche Ferien habe . Ich freue mich schon , euch zu sehen . Bis Ostern sind noch zwei Monate . Also bis bald ! Liebe Grüße Katharina",6.0,B1,"CEFR Level: B1

Answer:
Liebe Silke, danke dir für dein Brief. Uns geht eingentlich sehr gut. Ich weiß nicht, ob ich dir erzehlt habe, dass ich einen Deutschkurs besuche. Nach dem Kurs möchte ich entlich arbeiten gehen. Ich spreche relativ gut aber meine Gramatik ist noch nicht so -unreadable-, und ich traue mich noch nicht mit den Leuten unterhalten. Maria geht noch zu Schule 2 Jahre, und danach möchte sie eine Ausbildung machen. Sie weiß noch nich, was für eine Richtung gehen sollte. Sie ist gut in Mathematik und auch Kunst begabt aber sie interesiert sich über Hilfsorganisationen für armen Kinder. Ihre Entscheidung ist noch offen. Du fragst mich ob ich Tiere mag. Naturlich, deswegen suchen wir eine neue Wohnung, weil wir endlich Tiere wollten haben. Mein Traum eine Wohnung mit eingenem Garten. Ich wünsche mir zum meinem Geburtstag dich zu sehen und deine Familie. Also wenn ich zu dir komme das wird mein Geschenk. Wir könnten am Ostern dich besuchen, dass ich eine Woche Ferien habe. Ich freue mich schon euch zu sehen. Bis Ostern sind noch zwei Monaten. Also bis bald Liebe Grüße Katharina"
1031_0003135,1,4,3,4,4,3,3,3,"Wohnungsmarkt in Stadt X Es ist immer eine wichtige Entscheidung, um ins Ausland zu gehen. Deren Folgen dauernhafte Wirkung auf unserem Leben haben. Dabei tauchen immer einige Fragen auf, wie kann man sich auf der neuuen Umstände anpassen und worauf muss man denken. Eine wichtige Thema ist die Wohnung. Es ist überhaupt wichtig, dass eine Wohnung oder ein Haus unsere Erwartungen erfühlen kann. Denn es ist sehr teuer und kompliziert nochmal umziehen. Deshalb muss man zu erst seine Erwartungen gut definieren, bevor er fang mit der Wohnungssuche an. Zu zweit ist es wichtig den lokale Markt zu kennen. In Stadt X gibt es viele Wohnungen zu vermieten, aber man muss auf ein paar Dinge aufpassen. Die Wohnungen sind sehr oft an der Studenten vermitet, und deshalb steigen die Preise während des Herbs. Falls es möglich ist, ist es besser eine Wohnung während des Winters zu vermieten. Ein weiteres Problem ist die Ausrustung der Wohnung. In Kroatien sind die Wohnungen ohne Möbel vermietet, und man muss seine eigene Möbel bringen. Das nächste Punkt ist die Lokation der Wohnung. Kroatische Küste ist sehr berühmt und schön, deshalb sind die Wohnungen an der Küste viel teuere als die gleiche Wohnungen im Ort, der nicht direkt an der Küste ist. Natürlich ist es viel schöner ein Wohnung mit einem Blick auf dem Meer zu haben, aber je schöner der Ort ist, desto teuere ist die Wohnung. Abschliesslich können wir sagen, dass es noch gute und günstige Wohnungen gibt, aber abhängig vom Ort und Zeit.","Wohnungsmarkt in Stadt X Es ist immer eine wichtige Entscheidung , ins Ausland zu gehen . Deren Folgen haben dauernhafte Wirkung auf unser Leben . Dabei tauchen immer einige Fragen auf , wie kann man sich an die neuen Umstände anpassen und woran muss man denken . Eine wichtige Thema ist die Wohnung . Es ist überhaupt wichtig , dass eine Wohnung oder ein Haus unsere Erwartungen erfühlen kann . Denn es ist sehr teuer und kompliziert , nochmal umzuziehen . Deshalb muss man zuerst seine Erwartungen gut definieren , bevor er mit der Wohnungssuche anfängt . Zu zweit ist es wichtig , den lokalen Markt zu kennen . In Stadt X gibt es viele Wohnungen zu vermieten , aber man muss auf ein paar Dinge aufpassen . Die Wohnungen sind sehr oft an Studenten vermietet , und deshalb steigen die Preise während des Herbsts . Falls es möglich ist , ist es besser , eine Wohnung während des Winters zu vermieten . Ein weiteres Problem ist die Ausrüstung der Wohnung . In Kroatien sind die Wohnungen ohne Möbel vermietet , und man muss seine eigene Möbel bringen . Der nächste Punkt ist die Lokation der Wohnung . Die kroatische Küste ist sehr berühmt und schön , deshalb sind die Wohnungen an der Küste viel teurer als die gleichen Wohnungen im Ort , der nicht direkt an der Küste ist . Natürlich ist es viel schöner , eine Wohnung mit einem Blick auf das Meer zu haben , aber je schöner der Ort ist , desto teurer ist die Wohnung . Abschliesslich können wir sagen , dass es noch gute und günstige Wohnungen gibt , aber abhängig von Ort und Zeit .",6.666666666666668,C1,"CEFR Level: C1

Answer:
Wohnungsmarkt in Stadt X Es ist immer eine wichtige Entscheidung, um ins Ausland zu gehen. Deren Folgen dauernhafte Wirkung auf unserem Leben haben. Dabei tauchen immer einige Fragen auf, wie kann man sich auf der neuuen Umstände anpassen und worauf muss man denken. Eine wichtige Thema ist die Wohnung. Es ist überhaupt wichtig, dass eine Wohnung oder ein Haus unsere Erwartungen erfühlen kann. Denn es ist sehr teuer und kompliziert nochmal umziehen. Deshalb muss man zu erst seine Erwartungen gut definieren, bevor er fang mit der Wohnungssuche an. Zu zweit ist es wichtig den lokale Markt zu kennen. In Stadt X gibt es viele Wohnungen zu vermieten, aber man muss auf ein paar Dinge aufpassen. Die Wohnungen sind sehr oft an der Studenten vermitet, und deshalb steigen die Preise während des Herbs. Falls es möglich ist, ist es besser eine Wohnung während des Winters zu vermieten. Ein weiteres Problem ist die Ausrustung der Wohnung. In Kroatien sind die Wohnungen ohne Möbel vermietet, und man muss seine eigene Möbel bringen. Das nächste Punkt ist die Lokation der Wohnung. Kroatische Küste ist sehr berühmt und schön, deshalb sind die Wohnungen an der Küste viel teuere als die gleiche Wohnungen im Ort, der nicht direkt an der Küste ist. Natürlich ist es viel schöner ein Wohnung mit einem Blick auf dem Meer zu haben, aber je schöner der Ort ist, desto teuere ist die Wohnung. Abschliesslich können wir sagen, dass es noch gute und günstige Wohnungen gibt, aber abhängig vom Ort und Zeit."
1031_0001951,1,4,2,3,3,2,3,2,"Meiner Meinung nach es ist, dass Jedes Land ihre traditionen behalten muss. Es ist wichtig, dass Jeder ihre Traditionen zeigen kann. Ich glaube, dass wenn Jemand ins Ausland geht, dann kann man die Traditionen immer noch machen und zeigen. Aber ich finde es wichtig, dass die Personen ihre Traditionen nicht lassen müssen aber ich finde auch gut, wenn eine Person in ander Land geht, dann die Traditionen von diesem Land Respektiere sowie übungen. In Jedem Land muss man die Traditionen realizieren, damit jede Einwohner nicht die Traditionen behalten. Ich glaube, dass jedes Land mit Traditionen, Kultur und so weiter ein schönes Land ist. Deshalb ist es wichtig immer was wir haben zu demostrieren. In meinem Land haben wir viel Traditionen zB. Wir müssen 56 kg Laufen um einer Ort zu besuchen, in diesem Ort die Leuten gehen, weil wir ein Religiosische Engel da haben. Es gibt auch das Essen, ich glaube es ist eine Teil von einer Tradition oder eine Kultur. Wie die Leute anziehe, es ist auch Kultur, etc. Es ist meine Meinung auf die Frage warum muss man die Traditionen behalten? Ich denke es ist sehr wichtig in Jede Person.","Meine Meinung ist , dass jedes Land seine Traditionen behalten muss . Es ist wichtig , dass jeder seine Traditionen zeigen kann . Ich glaube , wenn jemand ins Ausland geht , dann kann man die Traditionen immer noch machen und zeigen . Aber ich finde es wichtig , dass die Personen ihre Traditionen nicht lassen müssen , aber ich finde auch gut , wenn eine Person in ein anderes Land geht , dann die Traditionen von diesem Land respektiert sowie übt . In jedem Land muss man die Traditionen realisieren , damit nicht jeder Einwohner die Traditionen behält . Ich glaube , dass jedes Land mit Traditionen , Kultur und so weiter ein schönes Land ist . Deshalb ist es wichtig , immer zu demonstrieren , was wir haben . In meinem Land haben wir viele Traditionen . Wir müssen z.B. 56 km laufen , um einen Ort zu besuchen . Zu diesen Ort gehen die Leute , weil wir da einen religiösen Engel haben . Es gibt auch das Essen , ich glaube , es ist ein Teil von einer Tradition oder einer Kultur . Wie die Leute sich anziehen , ist auch Kultur etc . Es ist meine Meinung auf die Frage : Warum muss man die Traditionen behalten ? Ich denke , es ist sehr wichtig für jede Person .",5.0,C1,"CEFR Level: C1

Answer:
Meiner Meinung nach es ist, dass Jedes Land ihre traditionen behalten muss. Es ist wichtig, dass Jeder ihre Traditionen zeigen kann. Ich glaube, dass wenn Jemand ins Ausland geht, dann kann man die Traditionen immer noch machen und zeigen. Aber ich finde es wichtig, dass die Personen ihre Traditionen nicht lassen müssen aber ich finde auch gut, wenn eine Person in ander Land geht, dann die Traditionen von diesem Land Respektiere sowie übungen. In Jedem Land muss man die Traditionen realizieren, damit jede Einwohner nicht die Traditionen behalten. Ich glaube, dass jedes Land mit Traditionen, Kultur und so weiter ein schönes Land ist. Deshalb ist es wichtig immer was wir haben zu demostrieren. In meinem Land haben wir viel Traditionen zB. Wir müssen 56 kg Laufen um einer Ort zu besuchen, in diesem Ort die Leuten gehen, weil wir ein Religiosische Engel da haben. Es gibt auch das Essen, ich glaube es ist eine Teil von einer Tradition oder eine Kultur. Wie die Leute anziehe, es ist auch Kultur, etc. Es ist meine Meinung auf die Frage warum muss man die Traditionen behalten? Ich denke es ist sehr wichtig in Jede Person."
1061_0120430,1,2,1,2,2,2,2,2,"Stadt X 13.03.2012 Liebe Michael ich habe Gesundheit und Glück für mich und meine familie ge wünscht, auch Spass an der Arbeit. Ich bin seit drei Monate bei Firma XY. Die Kollege sind sehr nett und freundlich, aber der Sicht Arbeit ist noch bischen ungewönt. Am Silvester wahren wir bei meinem Muter. Wir haben gemeinsam gekocht und gegesen, nach mitag sind wir viel gespielt und getanzt. Am abend wir nor Schöne Feuerwerk geschossen, Es war sehr schön. Wen habt ihr Zeit und Lust am nechsten monat kann ich Euch besuchen. Herzliche Grüße Stefan","Stadt X 13.03.2012 Lieber Michael , ich habe mir Gesundheit und Glück für mich und meine Familie gewünscht , auch Spass an der Arbeit . Ich bin seit drei Monaten bei Firma XY . Die Kollegen sind sehr nett und freundlich , aber Die Schichtarbeit ist noch ein bisschen ungewohnt . An Silvester waren wir bei meiner Mutter . Wir haben gemeinsam gekocht und gegessen , nach Mittag haben wir viel gespielt und getanzt . Am Abend haben wir nur ein schönes Feuerwerk geschossen . Es war sehr schön . Wenn ihr Zeit und Lust habt , kann ich Euch im nächsten Monat besuchen . Herzliche Grüße Stefan",3.6666666666666665,B1,"CEFR Level: B1

Answer:
Stadt X 13.03.2012 Liebe Michael ich habe Gesundheit und Glück für mich und meine familie ge wünscht, auch Spass an der Arbeit. Ich bin seit drei Monate bei Firma XY. Die Kollege sind sehr nett und freundlich, aber der Sicht Arbeit ist noch bischen ungewönt. Am Silvester wahren wir bei meinem Muter. Wir haben gemeinsam gekocht und gegesen, nach mitag sind wir viel gespielt und getanzt. Am abend wir nor Schöne Feuerwerk geschossen, Es war sehr schön. Wen habt ihr Zeit und Lust am nechsten monat kann ich Euch besuchen. Herzliche Grüße Stefan"
1071_0024823,1,0,1,2,1,1,1,1,Liebe Daniela. Ich habe morgen einen Freitag und chi möchte mit die ins Schwimbad kommen. Ich werde morgen dich um 9-30 Uhr in der Haltestele warten. Ich nehme Obst und Gemüse Du bringst nur 2 Flasch Wasser. Bis Morgen Ville grüße Michael,"Liebe Daniela . Ich habe morgen einen Freitag und ich möchte mit dir ins Schwimmbad kommen . Ich werde dich morgen um 9:30 Uhr an der Haltestelle erwarten . Ich nehme Obst und Gemüse , du bringst nur 2 Flaschen Wasser . Bis morgen ! Viele Grüße Michael",2.3333333333333335,A1,"CEFR Level: A1

Answer:
Liebe Daniela. Ich habe morgen einen Freitag und chi möchte mit die ins Schwimbad kommen. Ich werde morgen dich um 9-30 Uhr in der Haltestele warten. Ich nehme Obst und Gemüse Du bringst nur 2 Flasch Wasser. Bis Morgen Ville grüße Michael"
